Index,Close
0,457.3340148925781
1,424.44000244140625
2,394.7959899902344
3,408.90399169921875
4,398.8210144042969
5,402.1520080566406
6,435.7909851074219
7,423.2049865722656
8,411.5740051269531
9,404.42498779296875
10,399.5199890136719
11,377.1809997558594
12,375.4670104980469
13,386.9440002441406
14,383.614990234375
15,375.0719909667969
16,359.5119934082031
17,328.8659973144531
18,320.510009765625
19,330.0790100097656
20,336.18701171875
21,352.94000244140625
22,365.0260009765625
23,361.56201171875
24,362.29901123046875
25,378.54901123046875
26,390.41400146484375
27,400.8699951171875
28,394.77301025390625
29,382.5559997558594
30,383.75799560546875
31,391.4419860839844
32,389.5459899902344
33,382.8450012207031
34,386.4750061035156
35,383.1579895019531
36,358.4169921875
37,358.3450012207031
38,347.27099609375
39,354.7040100097656
40,352.989013671875
41,357.6180114746094
42,335.59100341796875
43,345.30499267578125
44,338.3210144042969
45,325.7489929199219
46,325.8919982910156
47,327.5539855957031
48,330.49200439453125
49,339.4859924316406
50,349.2900085449219
51,342.4150085449219
52,345.4880065917969
53,363.2640075683594
54,366.92401123046875
55,367.69500732421875
56,423.5610046386719
57,420.7349853515625
58,397.8179931640625
59,376.13299560546875
60,387.8819885253906
61,387.4079895019531
62,375.197998046875
63,380.55499267578125
64,357.8399963378906
65,350.8479919433594
66,352.9200134277344
67,367.572998046875
68,376.9010009765625
69,375.3479919433594
70,368.3699951171875
71,369.6700134277344
72,376.4469909667969
73,375.4909973144531
74,378.0469970703125
75,379.2449951171875
76,381.31500244140625
77,375.010009765625
78,369.60400390625
79,376.85400390625
80,374.7850036621094
81,375.0950012207031
82,361.90899658203125
83,352.218994140625
84,346.364990234375
85,350.5060119628906
86,352.5419921875
87,347.3760070800781
88,351.6319885253906
89,345.3450012207031
90,327.06201171875
91,319.7760009765625
92,311.39599609375
93,317.8429870605469
94,329.95599365234375
95,320.8429870605469
96,331.885986328125
97,334.5719909667969
98,322.53399658203125
99,319.00799560546875
100,327.92401123046875
101,315.8630065917969
102,317.239013671875
103,312.6700134277344
104,310.73699951171875
105,320.1929931640625
106,314.2489929199219
107,315.0320129394531
108,281.0820007324219
109,264.19500732421875
110,274.4739990234375
111,286.1889953613281
112,294.3370056152344
113,283.3489990234375
114,290.4079895019531
115,274.7959899902344
116,265.6600036621094
117,267.7959899902344
118,225.86099243164062
119,178.10299682617188
120,209.843994140625
121,208.0970001220703
122,199.25999450683594
123,210.33900451660156
124,214.86099243164062
125,211.31500244140625
126,226.89700317382812
127,233.406005859375
128,232.87899780273438
129,247.8470001220703
130,253.71800231933594
131,273.4729919433594
132,263.4750061035156
133,233.9149932861328
134,233.51300048828125
135,226.4250030517578
136,217.46400451660156
137,226.9720001220703
138,238.22900390625
139,227.26800537109375
140,226.85299682617188
141,217.11099243164062
142,222.26600646972656
143,227.75399780273438
144,223.41200256347656
145,220.11000061035156
146,219.83900451660156
147,219.18499755859375
148,221.76400756835938
149,235.427001953125
150,257.3210144042969
151,234.8249969482422
152,233.84300231933594
153,243.61000061035156
154,236.3260040283203
155,240.2830047607422
156,243.7790069580078
157,244.53399658203125
158,235.9770050048828
159,238.89199829101562
160,238.73500061035156
161,237.47000122070312
162,236.42599487304688
163,253.8280029296875
164,254.26300048828125
165,260.2019958496094
166,275.6700134277344
167,281.7019958496094
168,273.0920104980469
169,276.1780090332031
170,272.7229919433594
171,276.260986328125
172,274.35400390625
173,289.60699462890625
174,291.760009765625
175,296.3789978027344
176,294.35400390625
177,285.3370056152344
178,281.885009765625
179,286.39300537109375
180,290.5929870605469
181,285.5050048828125
182,256.29901123046875
183,260.9280090332031
184,261.7489929199219
185,260.0249938964844
186,267.9599914550781
187,266.739990234375
188,245.59500122070312
189,246.19700622558594
190,248.53199768066406
191,247.0290069580078
192,252.79800415039062
193,242.71299743652344
194,247.5260009765625
195,244.2239990234375
196,247.27200317382812
197,253.0050048828125
198,254.32200622558594
199,253.69700622558594
200,260.5979919433594
201,255.49200439453125
202,253.17999267578125
203,245.02200317382812
204,243.67599487304688
205,236.07200622558594
206,236.552001953125
207,236.1529998779297
208,224.58700561523438
209,219.15899658203125
210,223.83299255371094
211,228.572998046875
212,222.8820037841797
213,223.3560028076172
214,222.60000610351562
215,224.62600708007812
216,235.2689971923828
217,234.17599487304688
218,236.46200561523438
219,231.26800537109375
220,226.38999938964844
221,219.42999267578125
222,229.28599548339844
223,225.85499572753906
224,225.80799865722656
225,236.14500427246094
226,232.07899475097656
227,234.92999267578125
228,240.35800170898438
229,239.01800537109375
230,236.12100219726562
231,229.78199768066406
232,237.33399963378906
233,243.86300659179688
234,241.83200073242188
235,240.29600524902344
236,242.1580047607422
237,241.11199951171875
238,236.3769989013672
239,236.9290008544922
240,237.60499572753906
241,236.1529998779297
242,236.802001953125
243,233.1280059814453
244,231.94700622558594
245,234.01800537109375
246,235.343994140625
247,240.34800720214844
248,238.8719940185547
249,240.9530029296875
250,237.11000061035156
251,237.11599731445312
252,237.2830047607422
253,237.4080047607422
254,237.0959930419922
255,233.34500122070312
256,230.19000244140625
257,222.92599487304688
258,225.80299377441406
259,225.87399291992188
260,224.32400512695312
261,224.95199584960938
262,225.61900329589844
263,222.88099670410156
264,228.48899841308594
265,229.04800415039062
266,228.80299377441406
267,229.7050018310547
268,229.98199462890625
269,232.40199279785156
270,233.54299926757812
271,236.822998046875
272,250.89500427246094
273,249.28399658203125
274,249.0070037841797
275,244.6060028076172
276,245.21200561523438
277,243.94400024414062
278,246.99000549316406
279,244.29600524902344
280,240.51499938964844
281,242.7989959716797
282,243.593994140625
283,250.99000549316406
284,249.01100158691406
285,257.0639953613281
286,263.0719909667969
287,258.6210021972656
288,255.41200256347656
289,256.33599853515625
290,260.885986328125
291,271.9129943847656
292,269.0299987792969
293,266.2070007324219
294,270.7850036621094
295,269.2279968261719
296,284.8940124511719
297,293.114990234375
298,310.86700439453125
299,292.0539855957031
300,287.4639892578125
301,285.8290100097656
302,278.0889892578125
303,279.47198486328125
304,274.9010009765625
305,273.614013671875
306,278.9809875488281
307,275.8330078125
308,277.22198486328125
309,276.04901123046875
310,288.27801513671875
311,288.6969909667969
312,292.6860046386719
313,293.6239929199219
314,294.427001953125
315,289.5899963378906
316,287.72198486328125
317,284.6499938964844
318,281.60101318359375
319,282.614013671875
320,281.22698974609375
321,285.2179870605469
322,281.8819885253906
323,278.5769958496094
324,279.5849914550781
325,260.99700927734375
326,265.0830078125
327,264.4700012207031
328,270.385986328125
329,266.3760070800781
330,264.0799865722656
331,265.67999267578125
332,261.5509948730469
333,258.5069885253906
334,257.97601318359375
335,211.07899475097656
336,226.6840057373047
337,235.35000610351562
338,232.56900024414062
339,230.38999938964844
340,228.16900634765625
341,210.4949951171875
342,221.60899353027344
343,225.83099365234375
344,224.7689971923828
345,231.39599609375
346,229.77999877929688
347,228.76100158691406
348,230.05599975585938
349,228.12100219726562
350,229.28399658203125
351,227.18299865722656
352,230.29800415039062
353,235.0189971923828
354,239.83999633789062
355,239.8470001220703
356,243.60699462890625
357,238.16799926757812
358,238.4770050048828
359,240.10699462890625
360,235.22900390625
361,230.51199340820312
362,230.6439971923828
363,230.3040008544922
364,229.09100341796875
365,229.80999755859375
366,232.97500610351562
367,231.4929962158203
368,231.21200561523438
369,227.0850067138672
370,230.6179962158203
371,230.2830047607422
372,234.5290069580078
373,235.1439971923828
374,234.33999633789062
375,232.7570037841797
376,239.14199829101562
377,236.68699645996094
378,236.05999755859375
379,237.5489959716797
380,237.29299926757812
381,238.72999572753906
382,238.25900268554688
383,240.38299560546875
384,246.06300354003906
385,242.968994140625
386,242.3040008544922
387,243.93099975585938
388,244.9409942626953
389,247.0500030517578
390,245.30799865722656
391,249.50799560546875
392,251.98899841308594
393,254.32000732421875
394,262.8689880371094
395,270.6400146484375
396,261.64300537109375
397,263.43701171875
398,269.4630126953125
399,266.2720031738281
400,274.02301025390625
401,276.4960021972656
402,281.65399169921875
403,283.67999267578125
404,285.29998779296875
405,293.7879943847656
406,304.6180114746094
407,313.8550109863281
408,328.0150146484375
409,314.1659851074219
410,325.4309997558594
411,361.1889953613281
412,403.4169921875
413,411.56298828125
414,386.35400390625
415,374.4700012207031
416,386.48199462890625
417,373.3680114746094
418,380.2569885253906
419,336.8190002441406
420,311.0840148925781
421,338.1520080566406
422,336.75299072265625
423,332.906005859375
424,320.1659851074219
425,330.7510070800781
426,335.093994140625
